R	6	39114855	39114975
R	6	42727275	42727395
R	6	57853985	57854105
R	6	78629186	78629306
R	6	160926396	160926516
R	7	55342468	55342588
R	7	55342654	55342774
R	7	128536728	128536848
R	7	150049522	150049642
R	8	142669725	142669845
R	8	143049999	143050119
R	9	5629102	5629222
R	9	85805268	85805388
R	9	98709706	98709826
R	9	135087953	135088073
R	X	6226668	6226788
R	X	9465548	9465668
R	X	49163408	49163528
R	X	51743608	51743728
R	X	51743728	51743848
R	X	65406669	65406789
R	X	115841079	115841199
R	X	119565324	119565444
R	X	125327806	125327926
R	X	154378067	154378187
R	1	940542	940662
R	1	1222150	1222270
R	1	1242599	1242719
R	1	1245434	1245554
R	1	1327902	1328022
R	1	1433085	1433205
R	1	1631957	1632077
R	1	2177495	2177615
R	1	2391773	2391893
R	1	2463573	2463693
R	1	2515553	2515673
R	1	2887997	2888117
R	1	2972726	2972846
R	1	3205709	3205829
R	1	3272505	3272625
R	1	3352908	3353028
R	1	3524263	3524383
R	1	4341983	4342103
R	1	4655312	4655432
R	1	5836811	5836931
R	1	6105158	6105278
R	1	7446483	7446603
R	1	7683544	7683664
R	1	8026718	8026838
R	1	9037815	9037935
R	1	10658297	10658417
R	1	10688026	10688146
R	1	10937236	10937356
R	1	11864965	11865085
R	1	15183915	15184035
R	1	15944753	15944873
R	1	16009664	16009784
R	1	16183626	16183746
R	1	16986607	16986727
R	1	18110365	18110485
R	1	18630993	18631113
R	1	18639789	18639909
R	1	18932876	18932996
R	1	19316198	19316318
R	1	19652418	19652538
R	1	20717521	20717641
R	1	21937636	21937756
R	1	22314424	22314544
R	1	22676898	22677018
R	1	24391881	24392001
R	1	24932234	24932354
R	1	25923003	25923123
R	1	26162026	26162146
R	1	33334238	33334358
R	1	33430343	33430463
R	1	43531763	43531883
R	1	45327679	45327799
R	1	46174934	46175054
R	1	46485896	46486016
R	1	47416997	47417117
R	1	47433640	47433760
R	1	47434108	47434228
R	1	47567200	47567320
R	1	48955301	48955421
R	1	50418700	50418820
R	1	52055248	52055368
R	1	52842970	52843090
R	1	53142290	53142410
R	1	53146253	53146373
R	1	53525733	53525853
R	1	54121275	54121395
R	1	56645206	56645326
R	1	67832876	67832996
R	1	68768656	68768776
R	1	76764959	76765079
R	1	85616159	85616279
R	1	86705209	86705329
R	1	94541978	94542098
R	1	99854333	99854453
R	1	101846800	101846920
R	1	107436710	107436830
R	1	108692426	108692546
R	1	109548632	109548752
R	1	110068321	110068441
R	1	113390929	113391049
R	1	115842324	115842444
R	1	116167817	116167937
R	1	145907049	145907169
R	1	147618921	147619041
R	1	151165187	151165307
R	1	151822117	151822237
R	1	153977053	153977173
R	1	154502888	154503008
R	1	154503008	154503128
R	1	154503112	154503232
R	1	154567441	154567561
R	1	154567516	154567636
R	1	154572125	154572245
R	1	154843637	154843757
R	1	156642075	156642195
R	1	156646766	156646886
R	1	157045494	157045614
R	1	161984441	161984561
R	1	167935806	167935926
R	1	175888030	175888150
R	1	181482485	181482605
R	1	182057268	182057388
R	1	183635221	183635341
R	1	196878035	196878155
R	1	200041336	200041456
R	1	201704273	201704393
R	1	201889310	201889430
R	1	204268968	204269088
R	1	204828340	204828460
R	1	206117328	206117448
R	1	206507843	206507963
R	1	206635596	206635716
R	1	211481313	211481433
R	1	211515979	211516099
R	1	211630508	211630628
R	1	214107501	214107621
R	1	219928026	219928146
R	1	225427812	225427932
R	1	226083971	226084091
R	1	226309582	226309702
R	1	227887053	227887173
R	1	228006930	228007050
R	1	229433098	229433218
R	1	230287709	230287829
R	1	230774024	230774144
R	1	230885894	230886014
R	1	232433570	232433690
R	1	234609001	234609121
R	1	234960798	234960918
R	1	236142009	236142129
R	1	236143386	236143506
R	1	242524752	242524872
R	1	245154145	245154265
R	1	245366855	245366975
R	1	245827386	245827506
R	10	481721	481841
R	10	690028	690148
R	10	3125746	3125866
R	10	5606646	5606766
R	10	7397705	7397825
R	10	8044891	8045011
R	10	8050123	8050243
R	10	13659296	13659416
R	10	19759118	19759238
R	10	22334502	22334622
R	10	22334649	22334769
R	10	22336816	22336936
R	10	23440451	23440571
R	10	26215203	26215323
R	10	30785265	30785385
R	10	32957857	32957977
R	10	43062645	43062765
R	10	43679755	43679875
R	10	43728548	43728668
R	10	49257771	49257891
R	10	49610537	49610657
R	10	49711903	49712023
R	10	70404795	70404915
R	10	70751604	70751724
R	10	72514595	72514715
R	10	77710843	77710963
R	10	86206350	86206470
R	10	98134196	98134316
R	10	99621391	99621511
R	10	100730919	100731039
R	10	100731103	100731223
R	10	100745369	100745489
R	10	101061611	101061731
R	10	101229570	101229690
R	10	101291324	101291444
R	10	101570393	101570513
R	10	102420468	102420588
R	10	102504114	102504234
R	10	103440502	103440622
R	10	103458339	103458459
R	10	111077010	111077130
R	10	112183628	112183748
R	10	114044894	114045014
R	10	114631351	114631471
R	10	117748310	117748430
R	10	119453170	119453290
R	10	123143008	123143128
R	10	123189862	123189982
R	10	123568247	123568367
R	10	124419192	124419312
R	10	125160821	125160941
R	10	125848464	125848584
R	10	128038823	128038943
R	10	130046328	130046448
R	10	132131686	132131806
R	10	133231299	133231419
R	10	133334767	133334887
R	11	316001	316121
R	11	1090133	1090253
R	11	1103424	1103544
R	11	1205537	1205657
R	11	1241637	1241757
R	11	1272292	1272412
R	11	1285997	1286117
R	11	1981863	1981983
R	11	2032390	2032510
R	11	2162731	2162851
R	11	2210000	2210120
R	11	2394223	2394343
R	11	7674060	7674180
R	11	17067542	17067662
R	11	17719753	17719873
R	11	19692147	19692267
R	11	20118217	20118337
R	11	27700600	27700720
R	11	30586204	30586324
R	11	32381312	32381432
R	11	35115645	35115765
R	11	43582189	43582309
R	11	61696338	61696458
R	11	61783875	61783995
R	11	62533953	62534073
R	11	62648629	62648749
R	11	63024248	63024368
R	11	63986557	63986677
R	11	64015737	64015857
R	11	64206315	64206435
R	11	64220078	64220198
R	11	64642400	64642520
R	11	65417250	65417370
R	11	65623248	65623368
R	11	65796365	65796485
R	11	66316580	66316700
R	11	66363385	66363505
R	11	66592498	66592618
R	11	66878678	66878798
R	11	67284103	67284223
R	11	67284178	67284298
R	11	67372179	67372299
R	11	67458406	67458526
R	11	68618038	68618158
R	11	69001544	69001664
R	11	70048946	70049066
R	11	73981149	73981269
R	11	74466806	74466926
R	11	75429798	75429918
R	11	77179754	77179874
R	11	77473284	77473404
R	11	78196233	78196353
R	11	78196324	78196444
R	11	78196537	78196657
R	11	86800140	86800260
R	11	88509295	88509415
R	11	94769400	94769520
R	11	95149934	95150054
R	11	111299011	111299131
R	11	115760040	115760160
R	11	117780526	117780646
R	11	117795117	117795237
R	11	118068153	118068273
R	11	119363714	119363834
R	11	120512248	120512368
R	11	123062160	123062280
R	11	123510132	123510252
R	11	126303932	126304052
R	11	130381617	130381737
R	11	130448737	130448857
R	11	130635374	130635494
R	11	133928259	133928379
R	11	134384018	134384138
R	12	203528	203648
R	12	453653	453773
R	12	1629628	1629748
R	12	1825926	1826046
R	12	1863982	1864102
R	12	2115355	2115475
R	12	3531707	3531827
R	12	4283272	4283392
R	12	6384087	6384207
R	12	6773343	6773463
R	12	22544102	22544222
R	12	30754672	30754792
R	12	32399533	32399653
R	12	47963952	47964072
R	12	48978256	48978376
R	12	48997990	48998110
R	12	49828229	49828349
R	12	51913811	51913931
R	12	52175450	52175570
R	12	52244749	52244869
R	12	53949953	53950073
R	12	53955316	53955436
R	12	57199495	57199615
R	12	57887972	57888092
R	12	67354362	67354482
R	12	89353280	89353400
R	12	92146066	92146186
R	12	96078361	96078481
R	12	96078448	96078568
R	12	96907094	96907214
R	12	98644095	98644215
R	12	103841119	103841239
R	12	104734363	104734483
R	12	105331627	105331747
R	12	109923997	109924117
R	12	110614402	110614522
R	12	112184469	112184589
R	12	113245716	113245836
R	12	113246053	113246173
R	12	113246158	113246278
R	12	113649506	113649626
R	12	114408297	114408417
R	12	117384791	117384911
R	12	120214906	120215026
R	12	120217017	120217137
R	12	120394470	120394590
R	12	120728395	120728515
R	12	121748984	121749104
R	12	122200281	122200401
R	12	122203437	122203557
R	12	122422207	122422327
R	12	124389619	124389739
R	12	124416460	124416580
R	12	124928535	124928655
R	12	127146300	127146420
R	12	129089652	129089772
R	12	129127841	129127961
R	12	131828693	131828813
R	12	132177034	132177154
R	12	132286414	132286534
R	12	132582859	132582979
R	13	22770955	22771075
R	13	25372407	25372527
R	13	28820558	28820678
R	13	29999391	29999511
R	13	32875248	32875368
R	13	43787317	43787437
R	13	44320150	44320270
R	13	44435183	44435303
R	13	49220865	49220985
R	13	49220985	49221105
R	13	57633396	57633516
R	13	65330779	65330899
R	13	76886360	76886480
R	13	78596792	78596912
R	13	81053221	81053341
R	13	93227373	93227493
R	13	94706647	94706767
R	13	95676902	95677022
R	13	98566009	98566129
R	13	102774357	102774477
R	13	110221952	110222072
R	13	110643294	110643414
R	13	112069064	112069184
R	13	112452673	112452793
R	13	112680162	112680282
R	13	113110197	113110317
R	13	113460789	113460909
R	13	113863007	113863127
R	13	113864067	113864187
R	13	114020728	114020848
R	14	20653275	20653395
R	14	21090796	21090916
R	14	36364972	36365092
R	14	36583997	36584117
R	14	37428186	37428306
R	14	37595692	37595812
R	14	37598279	37598399
R	14	60327636	60327756
R	14	69191552	69191672
R	14	71320790	71320910
R	14	73253312	73253432
R	14	73759156	73759276
R	14	74599587	74599707
R	14	75578650	75578770
R	14	83134304	83134424
R	14	92923123	92923243
R	14	93743143	93743263
R	14	96039990	96040110
R	14	97033996	97034116
R	14	98396738	98396858
R	14	99274483	99274603
R	14	99749959	99750079
R	14	100867186	100867306
R	14	100874530	100874650
R	14	101560820	101560940
R	14	101964304	101964424
R	14	102540707	102540827
R	14	103224001	103224121
R	14	103712080	103712200
R	14	103712759	103712879
R	14	104104576	104104696
R	14	104139990	104140110
R	14	104172923	104173043
R	14	104802147	104802267
R	14	104931915	104932035
R	14	105158175	105158295
R	14	105390780	105390900
R	15	22916236	22916356
R	15	26772096	26772216
R	15	29268917	29269037
R	15	31306705	31306825
R	15	31325601	31325721
R	15	31483358	31483478
R	15	31483478	31483598
R	15	31483901	31484021
R	15	31484021	31484141
R	15	32718434	32718554
R	15	40089647	40089767
R	15	41847385	41847505
R	15	42084710	42084830
R	15	50908110	50908230
R	15	50908184	50908304
R	15	51971867	51971987
R	15	52788285	52788405
R	15	64151894	64152014
R	15	65302018	65302138
R	15	67121068	67121188
R	15	71215074	71215194
R	15	73842148	73842268
R	15	74133666	74133786
R	15	74826594	74826714
R	15	75178732	75178852
R	15	75453958	75454078
R	15	77634823	77634943
R	15	82047699	82047819
R	15	86016457	86016577
R	15	88803580	88803700
R	15	92062356	92062476
R	15	100973202	100973322
R	16	235240	235360
R	16	272869	272989
R	16	324179	324299
R	16	675248	675368
R	16	728122	728242
R	16	982373	982493
R	16	1078406	1078526
R	16	1129102	1129222
R	16	1130410	1130530
R	16	1204156	1204276
R	16	1219936	1220056
R	16	1428227	1428347
R	16	1486021	1486141
R	16	1789477	1789597
R	16	2140825	2140945
R	16	2155931	2156051
R	16	2499994	2500114
R	16	2766001	2766121
R	16	2897061	2897181
R	16	3305183	3305303
R	16	4260691	4260811
R	16	4318228	4318348
R	16	4953291	4953411
R	16	4980559	4980679
R	16	5060160	5060280
R	16	6851756	6851876
R	16	11201676	11201796
R	16	11640739	11640859
R	16	28319994	28320114
R	16	30923811	30923931
R	16	30965580	30965700
R	16	47144429	47144549
R	16	51582936	51583056
R	16	53131079	53131199
R	16	54284017	54284137
R	16	57801788	57801908
R	16	57802475	57802595
R	16	67150160	67150280
R	16	67170062	67170182
R	16	67659551	67659671
R	16	67993226	67993346
R	16	68235859	68235979
R	16	68448797	68448917
R	16	68737552	68737672
R	16	69338399	69338519
R	16	74743879	74743999
R	16	77789089	77789209
R	16	77789480	77789600
R	16	82464390	82464510
R	16	84037384	84037504
R	16	85369926	85370046
R	16	85379079	85379199
R	16	85436838	85436958
R	16	86497852	86497972
R	16	86565779	86565899
R	16	87393250	87393370
R	16	87747671	87747791
R	16	87806825	87806945
R	16	87853228	87853348
R	16	88533713	88533833
R	16	88678347	88678467
R	16	88725517	88725637
R	16	88737602	88737722
R	16	89044652	89044772
R	16	89104679	89104799
R	17	1715875	1715995
R	17	2695061	2695181
R	17	4504963	4505083
R	17	4833295	4833415
R	17	4940917	4941037
R	17	6120274	6120394
R	17	6776265	6776385
R	17	7408438	7408558
R	17	8965438	8965558
R	17	9230398	9230518
R	17	12665759	12665879
R	17	12790309	12790429
R	17	17409673	17409793
R	17	17700211	17700331
R	17	19004079	19004199
R	17	20009168	20009288
R	17	21293236	21293356
R	17	33291796	33291916
R	17	39605841	39605961
R	17	39868323	39868443
R	17	40084565	40084685
R	17	40178162	40178282
R	17	40342355	40342475
R	17	41527614	41527734
R	17	42289391	42289511
R	17	42833411	42833531
R	17	43713926	43714046
R	17	43778718	43778838
R	17	45161387	45161507
R	17	45758084	45758204
R	17	45785574	45785694
R	17	45897049	45897169
R	17	48723893	48724013
R	17	49438616	49438736
R	17	49940836	49940956
R	17	50153030	50153150
R	17	50469334	50469454
R	17	58756122	58756242
R	17	61329677	61329797
R	17	72116144	72116264
R	17	72116746	72116866
R	17	73455875	73455995
R	17	74082682	74082802
R	17	74310113	74310233
R	17	74852453	74852573
R	17	74873663	74873779
R	17	74924013	74924133
R	17	75077290	75077410
R	17	75241345	75241465
R	17	76484822	76484942
R	17	77543792	77543912
R	17	78458927	78459047
R	17	78486264	78486384
R	17	78885355	78885475
R	17	79246557	79246677
R	17	79404297	79404417
R	17	79790150	79790270
R	17	79791403	79791523
R	17	79840125	79840245
R	17	79840404	79840524
R	17	79910731	79910851
R	17	79934124	79934244
R	17	80444149	80444269
R	17	80454716	80454836
R	17	80477714	80477834
R	17	80980133	80980253
R	17	80989172	80989292
R	17	81076075	81076195
R	17	81221202	81221322
R	17	81368897	81369017
R	17	81564938	81565058
R	17	82022678	82022798
R	17	82031185	82031305
R	17	82298809	82298929
R	18	907208	907328
R	18	3247752	3247872
R	18	3655764	3655884
R	18	8388316	8388436
R	18	8484908	8485028
R	18	12376089	12376209
R	18	12449700	12449820
R	18	13311470	13311590
R	18	22171804	22171924
R	18	31190618	31190738
R	18	35466358	35466478
R	18	37243794	37243914
R	18	37274609	37274729
R	18	46303126	46303246
R	18	47254474	47254594
R	18	48676549	48676669
R	18	54443347	54443467
R	18	57353621	57353741
R	18	58398895	58399015
R	18	67515923	67516043
R	18	78221439	78221559
R	18	78637849	78637969
R	18	78734979	78735099
R	18	78770258	78770378
R	18	79553182	79553302
R	18	79626324	79626444
R	18	80246356	80246476
R	19	591478	591598
R	19	676749	676869
R	19	815297	815417
R	19	822651	822771
R	19	868837	868957
R	19	959537	959657
R	19	1011557	1011677
R	19	1081821	1081941
R	19	1233169	1233289
R	19	1278734	1278854
R	19	1311231	1311351
R	19	1577789	1577909
R	19	1651583	1651703
R	19	1749614	1749734
R	19	1817165	1817285
R	19	1828849	1828969
R	19	1873516	1873636
R	19	1912535	1912655
R	19	1952748	1952868
R	19	2251213	2251333
R	19	2639229	2639349
R	19	2639291	2639411
R	19	2813090	2813210
R	19	3033921	3034041
R	19	3095730	3095850
R	19	3201076	3201196
R	19	3428685	3428805
R	19	3441717	3441837
R	19	3605144	3605264
R	19	3660886	3661006
R	19	3907998	3908118
R	19	4163398	4163518
R	19	4217406	4217526
R	19	4523930	4524050
R	19	5114139	5114259
R	19	5130564	5130684
R	19	5355046	5355166
R	19	5360695	5360815
R	19	6333426	6333546
R	19	6707166	6707286
R	19	8333554	8333674
R	19	9913605	9913725
R	19	10154708	10154828
R	19	10294638	10294758
R	19	11030815	11030935
R	19	12696191	12696311
R	19	13012071	13012191
R	19	13506268	13506388
R	19	16719852	16719972
R	19	17423448	17423568
R	19	17553455	17553575
R	19	17784676	17784796
R	19	17842011	17842131
R	19	18008247	18008367
R	19	18233062	18233182
R	19	18604322	18604442
R	19	19514224	19514344
R	19	19514344	19514464
R	19	19540156	19540276
R	19	19546793	19546913
R	19	21592446	21592566
R	19	29752721	29752841
R	19	30228295	30228415
R	19	31734309	31734429
R	19	32196308	32196428
R	19	32605722	32605842
R	19	32676529	32676649
R	19	33435051	33435171
R	19	33621322	33621442
R	19	35033790	35033910
R	19	35109683	35109803
R	19	35109803	35109923
R	19	35744607	35744727
R	19	35775955	35776075
R	19	35846110	35846230
R	19	36119223	36119343
R	19	38387115	38387235
R	19	38387308	38387428
R	19	38396012	38396132
R	19	38907422	38907542
R	19	39507555	39507675
R	19	42323958	42324078
R	19	42375711	42375831
R	19	45028967	45029087
R	19	45168430	45168550
R	19	45364144	45364264
R	19	45864649	45864769
R	19	46015591	46015711
R	19	46298398	46298518
R	19	46494347	46494467
R	19	46519468	46519588
R	19	46529380	46529500
R	19	46649408	46649528
R	19	47274977	47275097
R	19	47403002	47403122
R	19	47573158	47573278
R	19	48443583	48443703
R	19	48490841	48490961
R	19	48513611	48513731
R	19	49652797	49652917
R	19	49862490	49862610
R	19	49994667	49994787
R	19	50154700	50154820
R	19	50666455	50666575
R	19	50686273	50686393
R	19	50718349	50718469
R	19	51594687	51594807
R	19	53978446	53978566
R	19	54128540	54128660
R	19	54465435	54465555
R	19	55640460	55640580
R	19	58204344	58204464
R	19	58350617	58350737
R	2	1154416	1154536
R	2	1744142	1744262
R	2	6167923	6168043
R	2	7431408	7431528
R	2	9298267	9298387
R	2	10295238	10295358
R	2	10362584	10362704
R	2	11677678	11677798
R	2	25119290	25119410
R	2	26463123	26463243
R	2	27307455	27307575
R	2	30346657	30346777
R	2	31287351	31287471
R	2	38073822	38073942
R	2	38959922	38960042
R	2	38960118	38960238
R	2	43218322	43218442
R	2	45004094	45004214
R	2	47033929	47034049
R	2	63051200	63051320
R	2	64404277	64404397
R	2	69948789	69948909
R	2	70900637	70900757
R	2	72032744	72032864
R	2	72918486	72918606
R	2	73269594	73269714
R	2	73829055	73829175
R	2	85243753	85243873
R	2	96869693	96869813
R	2	108579936	108580056
R	2	109337439	109337559
R	2	109614268	109614388
R	2	113212321	113212441
R	2	119465061	119465181
R	2	120566905	120567025
R	2	127702015	127702135
R	2	133694505	133694625
R	2	151948082	151948202
R	2	152717327	152717447
R	2	153478871	153478991
R	2	156328148	156328268
R	2	169824834	169824954
R	2	176130117	176130237
R	2	184598334	184598454
R	2	191246098	191246218
R	2	200812274	200812394
R	2	209771957	209772077
R	2	217995467	217995587
R	2	217995606	217995726
R	2	219448780	219448900
R	2	226798998	226799118
R	2	231002923	231003043
R	2	231322127	231322247
R	2	231708913	231709033
R	2	232927037	232927157
R	2	235494186	235494306
R	2	236156234	236156354
R	2	236177091	236177211
R	2	237064474	237064594
R	2	237488037	237488157
R	2	238846885	238847005
R	2	238915667	238915787
R	2	238973425	238973545
R	2	239099468	239099588
R	2	239442240	239442360
R	2	239869842	239869962
R	2	240003917	240004037
R	2	240347401	240347521
R	2	241217746	241217866
R	2	241494933	241495053
R	2	241725963	241726083
R	2	241897392	241897512
R	2	241946447	241946567
R	20	381398	381518
R	20	1504493	1504613
R	20	2692240	2692360
R	20	2693762	2693882
R	20	4221547	4221667
R	20	6768898	6769018
R	20	17996268	17996388
R	20	21506035	21506155
R	20	25058021	25058141
R	20	25081659	25081779
R	20	25084490	25084610
R	20	31844355	31844475
R	20	37297498	37297618
R	20	38674397	38674517
R	20	39072253	39072373
R	20	40470897	40471017
R	20	46330028	46330148
R	20	49982769	49982889
R	20	51022626	51022746
R	20	55470546	55470666
R	20	56625317	56625437
R	20	56925565	56925685
R	20	57033547	57033667
R	20	58716080	58716200
R	20	58717899	58718019
R	20	61149141	61149261
R	20	61917598	61917718
R	20	61965973	61966093
R	20	62228118	62228238
R	20	62366302	62366422
R	20	62514975	62515095
R	20	62995307	62995427
R	20	63007294	63007414
R	20	63102380	63102500
R	20	63243531	63243651
R	20	63561219	63561339
R	20	63579000	63579120
R	20	64054340	64054460
R	20	64257819	64257939
R	21	26844395	26844515
R	21	32607811	32607931
R	21	34669305	34669425
R	21	36250881	36251001
R	21	36652898	36653018
R	21	37258402	37258522
R	21	37914470	37914590
R	21	38660515	38660635
R	21	41710906	41711026
R	21	42219528	42219648
R	21	42310282	42310402
R	21	42361345	42361465
R	21	43718431	43718551
R	21	43917013	43917133
R	21	44240544	44240664
R	21	44375430	44375550
R	21	44870033	44870153
R	21	45950366	45950486
R	21	45993314	45993434
R	22	17858136	17858256
R	22	19755770	19755890
R	22	20116339	20116459
R	22	20394083	20394203
R	22	20429476	20429596
R	22	20431603	20431723
R	22	20612969	20613089
R	22	20744577	20744697
R	22	20957585	20957705
R	22	24952603	24952723
R	22	25070135	25070255
R	22	26610380	26610500
R	22	27799182	27799302
R	22	31944380	31944500
R	22	36322357	36322477
R	22	37037178	37037298
R	22	37402214	37402334
R	22	37508697	37508817
R	22	37675388	37675508
R	22	37905495	37905615
R	22	38075129	38075249
R	22	38088901	38089021
R	22	38089065	38089185
R	22	38089518	38089638
R	22	38872965	38873085
R	22	39239008	39239128
R	22	39632101	39632221
R	22	40404862	40404982
R	22	40951304	40951424
R	22	41800457	41800577
R	22	43821123	43821243
R	22	44712375	44712495
R	22	44881262	44881382
R	22	45533450	45533570
R	22	45580817	45580937
R	22	46007867	46007987
R	22	46950942	46951062
R	22	47153544	47153664
R	22	47164093	47164213
R	22	47888963	47889083
R	22	48332784	48332904
R	22	48586869	48586989
R	22	49776991	49777111
R	22	50251473	50251593
R	22	50293382	50293502
R	3	10467630	10467750
R	3	12663376	12663496
R	3	14651757	14651877
R	3	18425533	18425653
R	3	24521992	24522112
R	3	28575737	28575857
R	3	32238487	32238607
R	3	42805355	42805475
R	3	44761905	44762025
R	3	45226349	45226469
R	3	48662024	48662144
R	3	49166032	49166152
R	3	49531759	49531879
R	3	50359250	50359370
R	3	51707146	51707266
R	3	51707266	51707386
R	3	51707386	51707506
R	3	51955813	51955933
R	3	52198327	52198447
R	3	65549594	65549714
R	3	71428859	71428979
R	3	71428983	71429103
R	3	73100651	73100771
R	3	73271615	73271735
R	3	115512839	115512959
R	3	123027873	123027993
R	3	123447975	123448095
R	3	126288020	126288140
R	3	126434078	126434198
R	3	126475794	126475914
R	3	129580396	129580516
R	3	141877265	141877385
R	3	147407441	147407561
R	3	147420647	147420767
R	3	169146559	169146679
R	3	169878164	169878284
R	3	170357554	170357674
R	3	183161267	183161387
R	3	184275971	184276091
R	3	186930064	186930184
R	3	187366601	187366721
R	3	193869603	193869723
R	3	194089885	194090005
R	3	194269968	194270088
R	3	195031373	195031493
R	3	195884767	195884887
R	4	579202	579322
R	4	650232	650352
R	4	664950	665070
R	4	785064	785184
R	4	826130	826250
R	4	888483	888603
R	4	912284	912404
R	4	1171007	1171127
R	4	1201224	1201344
R	4	1206245	1206365
R	4	1402695	1402815
R	4	1748516	1748636
R	4	1795298	1795418
R	4	2062977	2063097
R	4	3699724	3699844
R	4	3701503	3701623
R	4	5887612	5887732
R	4	6586897	6587017
R	4	7043017	7043137
R	4	7296776	7296896
R	4	8051061	8051181
R	4	8405426	8405546
R	4	8862004	8862124
R	4	8898344	8898464
R	4	12884455	12884575
R	4	17781558	17781678
R	4	24471977	24472097
R	4	37245279	37245399
R	4	37827158	37827278
R	4	38085690	38085810
R	4	41745733	41745853
R	4	42399073	42399193
R	4	48986239	48986359
R	4	53806750	53806870
R	4	80183921	80184041
R	4	96170138	96170258
R	4	109303114	109303234
R	4	146637246	146637366
R	4	148108987	148109107
R	4	148445918	148446038
R	4	150792126	150792246
R	4	153021126	153021246
R	4	153792607	153792727
R	4	182819288	182819408
R	4	185784637	185784757
R	4	189721011	189721131
R	5	344216	344336
R	5	490976	491096
R	5	1056435	1056555
R	5	1056509	1056629
R	5	1162038	1162158
R	5	1258382	1258502
R	5	1382062	1382182
R	5	1484240	1484360
R	5	1653278	1653398
R	5	1786952	1787072
R	5	2371187	2371307
R	5	6663480	6663600
R	5	10333323	10333443
R	5	10333697	10333817
R	5	10562717	10562837
R	5	14144395	14144515
R	5	16179105	16179225
R	5	16179317	16179437
R	5	31193756	31193876
R	5	36398051	36398171
R	5	36404154	36404274
R	5	36875669	36875789
R	5	40797820	40797940
R	5	44388711	44388831
R	5	55223375	55223495
